sample_id,filename,ticker,asset_class,date,split,atr,ret_1d,ret_5d,ret_10d,ret_20d,ret_30d,label_1d,label_5d,label_10d,label_20d,label_30d
BTC-USD_01089,BTC-USD_01089.png,BTC-USD,crypto,2020-12-26,train,0.058406,0.069389,0.15642,0.259481,0.462977,0.269362,HOLD,HOLD,HOLD,BUY,HOLD
BTC-USD_01090,BTC-USD_01090.png,BTC-USD,crypto,2020-12-27,train,0.062552,-0.006251,0.092589,0.251372,0.331421,0.202355,SELL,HOLD,HOLD,HOLD,HOLD
BTC-USD_01091,BTC-USD_01091.png,BTC-USD,crypto,2020-12-28,train,0.060208,0.030458,0.1116,0.337645,0.31994,0.214872,HOLD,HOLD,BUY,HOLD,HOLD
BTC-USD_01092,BTC-USD_01092.png,BTC-USD,crypto,2020-12-29,train,0.05899,0.010198,0.170732,0.374058,0.278731,0.11654,HOLD,HOLD,BUY,HOLD,HOLD
BTC-USD_01093,BTC-USD_01093.png,BTC-USD,crypto,2020-12-30,train,0.058813,0.052625,0.180709,0.399452,0.291698,0.201362,HOLD,HOLD,BUY,HOLD,HOLD
BTC-USD_01094,BTC-USD_01094.png,BTC-USD,crypto,2020-12-31,train,0.055792,0.005559,0.103061,0.333427,0.22366,0.173827,HOLD,HOLD,BUY,HOLD,HOLD
BTC-USD_01095,BTC-USD_01095.png,BTC-USD,crypto,2021-01-01,train,0.052018,0.01276,0.158783,0.279567,0.203522,0.166901,HOLD,HOLD,BUY,HOLD,HOLD
BTC-USD_01096,BTC-USD_01096.png,BTC-USD,crypto,2021-01-02,train,0.063529,0.08959,0.226045,0.191293,0.048234,0.119852,HOLD,BUY,HOLD,HOLD,HOLD
BTC-USD_01097,BTC-USD_01097.png,BTC-USD,crypto,2021-01-03,train,0.065667,0.020175,0.203325,0.054387,0.026977,0.042949,HOLD,HOLD,HOLD,HOLD,HOLD
BTC-USD_01098,BTC-USD_01098.png,BTC-USD,crypto,2021-01-04,train,0.076099,-0.025022,0.218743,0.129552,-0.022033,0.079942,SELL,HOLD,HOLD,SELL,HOLD
BTC-USD_01099,BTC-USD_01099.png,BTC-USD,crypto,2021-01-05,train,0.083536,0.06128,0.230365,0.203496,0.009881,0.158739,HOLD,HOLD,HOLD,HOLD,HOLD
BTC-USD_01100,BTC-USD_01100.png,BTC-USD,crypto,2021-01-06,train,0.085599,0.080022,0.120785,0.080049,-0.049017,0.08278,HOLD,HOLD,HOLD,SELL,HOLD
BTC-USD_01101,BTC-USD_01101.png,BTC-USD,crypto,2021-01-07,train,0.087544,0.066871,-0.034751,-0.017705,-0.122773,0.035217,HOLD,SELL,SELL,SELL,HOLD
BTC-USD_01102,BTC-USD_01102.png,BTC-USD,crypto,2021-01-08,train,0.09317,0.035593,-0.148938,-0.095326,-0.257518,-0.002671,HOLD,SELL,SELL,SELL,SELL
BTC-USD_01103,BTC-USD_01103.png,BTC-USD,crypto,2021-01-09,train,0.088773,-0.013401,-0.089192,-0.107754,-0.198091,-0.047541,SELL,SELL,SELL,SELL,SELL
BTC-USD_01104,BTC-USD_01104.png,BTC-USD,crypto,2021-01-10,train,0.09494,-0.0483,-0.02687,-0.109767,-0.1596,0.13768,SELL,SELL,SELL,SELL,HOLD
BTC-USD_01105,BTC-USD_01105.png,BTC-USD,crypto,2021-01-11,train,0.109419,-0.075514,-0.040736,-0.076046,-0.112666,0.192123,SELL,SELL,SELL,SELL,HOLD
BTC-USD_01106,BTC-USD_01106.png,BTC-USD,crypto,2021-01-12,train,0.10934,-0.047316,0.017047,-0.14306,-0.071442,0.233434,SELL,HOLD,SELL,SELL,HOLD
BTC-USD_01107,BTC-USD_01107.png,BTC-USD,crypto,2021-01-13,train,0.114474,0.09534,0.053612,-0.02741,-0.011438,0.345218,HOLD,HOLD,SELL,SELL,HOLD
BTC-USD_01108,BTC-USD_01108.png,BTC-USD,crypto,2021-01-14,train,0.11028,0.048922,-0.018562,-0.151584,-0.049609,0.2414,HOLD,SELL,SELL,SELL,HOLD
BTC-USD_01109,BTC-USD_01109.png,BTC-USD,crypto,2021-01-15,train,0.112309,-0.062166,-0.082897,-0.193615,-0.044757,0.184037,SELL,SELL,SELL,SELL,HOLD
BTC-USD_01110,BTC-USD_01110.png,BTC-USD,crypto,2021-01-16,train,0.105412,-0.017732,-0.03531,-0.129066,0.002731,0.279847,SELL,SELL,SELL,HOLD,HOLD
BTC-USD_01111,BTC-USD_01111.png,BTC-USD,crypto,2021-01-17,train,0.101135,-0.010751,-0.160106,-0.105068,0.052921,0.281601,SELL,SELL,SELL,HOLD,HOLD
BTC-USD_01112,BTC-USD_01112.png,BTC-USD,crypto,2021-01-18,train,0.096648,0.023165,-0.081022,-0.162192,0.092655,0.318187,HOLD,SELL,SELL,HOLD,HOLD
BTC-USD_01113,BTC-USD_01113.png,BTC-USD,crypto,2021-01-19,train,0.089899,-0.015414,-0.133022,-0.090337,0.060213,0.353236,SELL,SELL,SELL,HOLD,HOLD
BTC-USD_01114,BTC-USD_01114.png,BTC-USD,crypto,2021-01-20,train,0.088292,-0.014579,-0.110718,-0.049833,0.247447,0.359611,SELL,SELL,SELL,HOLD,HOLD
BTC-USD_01115,BTC-USD_01115.png,BTC-USD,crypto,2021-01-21,train,0.096406,-0.142528,-0.093756,-0.03662,0.268169,0.452475,SELL,SELL,SELL,HOLD,HOLD
BTC-USD_01116,BTC-USD_01116.png,BTC-USD,crypto,2021-01-22,train,0.104567,0.068333,0.055038,0.071618,0.376494,0.598779,HOLD,HOLD,HOLD,HOLD,HOLD
BTC-USD_01117,BTC-USD_01117.png,BTC-USD,crypto,2021-01-23,train,0.09817,-0.028835,-0.081169,0.015972,0.372628,0.555797,SELL,SELL,HOLD,HOLD,HOLD
BTC-USD_01118,BTC-USD_01118.png,BTC-USD,crypto,2021-01-24,train,0.09272,0.006891,0.042685,0.101975,0.392984,0.524968,HOLD,HOLD,HOLD,HOLD,HOLD
BTC-USD_01119,BTC-USD_01119.png,BTC-USD,crypto,2021-01-25,train,0.091568,0.002382,0.060885,0.148858,0.377652,0.413492,HOLD,HOLD,HOLD,HOLD,HOLD
BTC-USD_01120,BTC-USD_01120.png,BTC-USD,crypto,2021-01-26,train,0.086627,0.006266,0.057136,0.131797,0.408913,0.428992,HOLD,HOLD,HOLD,HOLD,HOLD
BTC-USD_01121,BTC-USD_01121.png,BTC-USD,crypto,2021-01-27,train,0.088188,-0.067874,0.01658,0.15799,0.386669,0.368755,SELL,HOLD,HOLD,HOLD,HOLD
BTC-USD_01122,BTC-USD_01122.png,BTC-USD,crypto,2021-01-28,train,0.093232,0.09502,0.097142,0.254847,0.480378,0.420488,HOLD,HOLD,HOLD,HOLD,HOLD
BTC-USD_01123,BTC-USD_01123.png,BTC-USD,crypto,2021-01-29,train,0.106066,0.02509,0.05929,0.15055,0.443572,0.322197,HOLD,HOLD,HOLD,HOLD,HOLD
BTC-USD_01124,BTC-USD_01124.png,BTC-USD,crypto,2021-01-30,train,0.099285,-0.001367,0.087973,0.29728,0.409444,0.274096,SELL,HOLD,HOLD,HOLD,HOLD
BTC-USD_01125,BTC-USD_01125.png,BTC-USD,crypto,2021-01-31,train,0.093899,-0.034289,0.074661,0.304789,0.489096,0.370364,SELL,HOLD,HOLD,HOLD,HOLD
BTC-USD_01126,BTC-USD_01126.png,BTC-USD,crypto,2021-02-01,train,0.090455,0.012688,0.14141,0.304876,0.52716,0.379099,HOLD,HOLD,HOLD,HOLD,HOLD
BTC-USD_01127,BTC-USD_01127.png,BTC-USD,crypto,2021-02-02,train,0.087966,0.057168,0.157705,0.356656,0.539825,0.410076,HOLD,HOLD,HOLD,HOLD,HOLD
BTC-USD_01128,BTC-USD_01128.png,BTC-USD,crypto,2021-02-03,train,0.083883,0.053774,0.09126,0.291009,0.422993,0.313002,HOLD,HOLD,HOLD,HOLD,HOLD
BTC-USD_01129,BTC-USD_01129.png,BTC-USD,crypto,2021-02-04,train,0.080792,-0.014679,0.209307,0.228794,0.264634,0.266739,SELL,HOLD,HOLD,HOLD,HOLD
BTC-USD_01130,BTC-USD_01130.png,BTC-USD,crypto,2021-02-05,train,0.075679,0.032459,0.230128,0.277116,0.297195,0.281113,HOLD,HOLD,HOLD,HOLD,HOLD
BTC-USD_01131,BTC-USD_01131.png,BTC-USD,crypto,2021-02-06,train,0.075055,0.028983,0.163466,0.228679,0.210766,0.294494,HOLD,HOLD,HOLD,HOLD,HOLD
BTC-USD_01132,BTC-USD_01132.png,BTC-USD,crypto,2021-02-07,train,0.072435,-0.009277,0.198951,0.225532,0.165641,0.285614,SELL,HOLD,HOLD,HOLD,HOLD
BTC-USD_01133,BTC-USD_01133.png,BTC-USD,crypto,2021-02-08,train,0.090633,0.171821,0.199749,0.293022,0.171647,0.343047,BUY,HOLD,HOLD,HOLD,HOLD
BTC-USD_01134,BTC-USD_01134.png,BTC-USD,crypto,2021-02-09,train,0.086736,0.006143,0.019487,0.112164,-0.023184,0.192601,HOLD,HOLD,HOLD,SELL,HOLD
BTC-USD_01135,BTC-USD_01135.png,BTC-USD,crypto,2021-02-10,train,0.084535,-0.034203,0.046988,0.184306,0.065575,0.218031,SELL,HOLD,HOLD,HOLD,HOLD
BTC-USD_01136,BTC-USD_01136.png,BTC-USD,crypto,2021-02-11,train,0.085956,0.064468,0.065213,0.222285,0.074223,0.244018,HOLD,HOLD,HOLD,HOLD,HOLD
BTC-USD_01137,BTC-USD_01137.png,BTC-USD,crypto,2021-02-12,train,0.080954,-0.008478,0.026581,0.183169,0.05342,0.245541,SELL,HOLD,HOLD,HOLD,HOLD
BTC-USD_01138,BTC-USD_01138.png,BTC-USD,crypto,2021-02-13,train,0.074806,-0.008442,0.093273,0.131984,0.021992,0.221817,SELL,HOLD,HOLD,HOLD,HOLD
BTC-USD_01139,BTC-USD_01139.png,BTC-USD,crypto,2021-02-14,train,0.071575,0.033644,0.092677,0.035841,0.037946,0.171303,HOLD,HOLD,HOLD,HOLD,HOLD
BTC-USD_01140,BTC-USD_01140.png,BTC-USD,crypto,2021-02-15,train,0.068951,-0.015978,0.137318,0.020078,0.003997,0.153589,SELL,HOLD,HOLD,HOLD,HOLD
BTC-USD_01141,BTC-USD_01141.png,BTC-USD,crypto,2021-02-16,train,0.068489,0.025835,0.157072,-0.017913,0.065814,0.205291,HOLD,HOLD,SELL,HOLD,HOLD
BTC-USD_01142,BTC-USD_01142.png,BTC-USD,crypto,2021-02-17,train,0.068738,0.058214,0.156588,-0.059891,0.060082,0.162117,HOLD,HOLD,SELL,HOLD,HOLD
BTC-USD_01143,BTC-USD_01143.png,BTC-USD,crypto,2021-02-18,train,0.063301,-0.009038,0.038711,-0.121375,0.050025,0.112297,SELL,HOLD,SELL,HOLD,HOLD
BTC-USD_01144,BTC-USD_01144.png,BTC-USD,crypto,2021-02-19,train,0.068216,0.078285,-0.056836,-0.135348,0.080437,0.120769,HOLD,SELL,SELL,HOLD,HOLD
BTC-USD_01145,BTC-USD_01145.png,BTC-USD,crypto,2021-02-20,train,0.065988,0.003775,-0.11724,-0.118732,0.033725,0.02884,HOLD,SELL,SELL,HOLD,HOLD
BTC-USD_01146,BTC-USD_01146.png,BTC-USD,crypto,2021-02-21,train,0.063507,0.025352,-0.174985,-0.148062,0.021733,-0.028392,HOLD,SELL,SELL,HOLD,SELL
BTC-USD_01147,BTC-USD_01147.png,BTC-USD,crypto,2021-02-22,train,0.074904,-0.059663,-0.216479,-0.129749,0.062372,-0.049904,SELL,SELL,SELL,HOLD,SELL
BTC-USD_01148,BTC-USD_01148.png,BTC-USD,crypto,2021-02-23,train,0.086849,-0.104585,-0.160086,-0.109992,0.089832,-0.026792,SELL,SELL,SELL,HOLD,SELL
BTC-USD_01149,BTC-USD_01149.png,BTC-USD,crypto,2021-02-24,train,0.086402,0.017881,-0.078511,0.002105,0.135462,0.057308,HOLD,SELL,HOLD,HOLD,HOLD
BTC-USD_01150,BTC-USD_01150.png,BTC-USD,crypto,2021-02-25,train,0.087905,-0.05397,-0.001492,-0.016082,0.13351,0.103714,SELL,SELL,SELL,HOLD,HOLD
BTC-USD_01151,BTC-USD_01151.png,BTC-USD,crypto,2021-02-26,train,0.087272,-0.016142,0.026923,0.083728,0.223204,0.172736,SELL,HOLD,HOLD,HOLD,HOLD
BTC-USD_01152,BTC-USD_01152.png,BTC-USD,crypto,2021-02-27,train,0.084222,-0.003271,0.08673,0.119973,0.222007,0.188471,SELL,HOLD,HOLD,HOLD,HOLD
BTC-USD_01153,BTC-USD_01153.png,BTC-USD,crypto,2021-02-28,train,0.083023,-0.02301,0.050094,0.1714,0.233672,0.223397,SELL,HOLD,HOLD,HOLD,HOLD
BTC-USD_01154,BTC-USD_01154.png,BTC-USD,crypto,2021-03-01,train,0.085745,0.094901,0.080616,0.215785,0.256117,0.266422,HOLD,HOLD,HOLD,HOLD,HOLD
BTC-USD_01155,BTC-USD_01155.png,BTC-USD,crypto,2021-03-02,train,0.0821,-0.025555,-0.01459,0.152457,0.147572,0.17154,SELL,SELL,HOLD,HOLD,HOLD
BTC-USD_01156,BTC-USD_01156.png,BTC-USD,crypto,2021-03-03,train,0.082896,0.043665,0.056805,0.169795,0.11967,0.200094,HOLD,HOLD,HOLD,HOLD,HOLD
BTC-USD_01157,BTC-USD_01157.png,BTC-USD,crypto,2021-03-04,train,0.082602,-0.039906,0.033243,0.192121,0.079845,0.1613,SELL,HOLD,HOLD,HOLD,HOLD
BTC-USD_01158,BTC-USD_01158.png,BTC-USD,crypto,2021-03-05,train,0.079425,0.007511,0.121306,0.199824,0.083199,0.170766,HOLD,HOLD,HOLD,HOLD,HOLD
BTC-USD_01159,BTC-USD_01159.png,BTC-USD,crypto,2021-03-06,train,0.073984,-0.000305,0.135169,0.133358,0.055203,0.183101,SELL,HOLD,HOLD,HOLD,HOLD
BTC-USD_01160,BTC-USD_01160.png,BTC-USD,crypto,2021-03-07,train,0.070858,0.04584,0.167047,0.149592,0.119796,0.188487,HOLD,HOLD,HOLD,HOLD,HOLD
BTC-USD_01161,BTC-USD_01161.png,BTC-USD,crypto,2021-03-08,train,0.068722,0.020103,0.11299,0.139477,0.089008,0.127884,HOLD,HOLD,HOLD,HOLD,HOLD
BTC-USD_01162,BTC-USD_01162.png,BTC-USD,crypto,2021-03-09,train,0.066813,0.048157,0.158878,0.102034,0.068498,0.070252,HOLD,HOLD,HOLD,HOLD,HOLD
BTC-USD_01163,BTC-USD_01163.png,BTC-USD,crypto,2021-03-10,train,0.067553,0.021374,0.078518,0.062272,0.051997,0.061883,HOLD,HOLD,HOLD,HOLD,HOLD
BTC-USD_01164,BTC-USD_01164.png,BTC-USD,crypto,2021-03-11,train,0.067131,0.031573,-0.001811,0.040332,0.050637,0.039154,HOLD,SELL,HOLD,HOLD,HOLD
BTC-USD_01165,BTC-USD_01165.png,BTC-USD,crypto,2021-03-12,train,0.064224,-0.008217,-0.017455,-0.004885,0.019083,0.033815,SELL,SELL,SELL,HOLD,HOLD
BTC-USD_01166,BTC-USD_01166.png,BTC-USD,crypto,2021-03-13,train,0.068372,0.06599,0.026486,-0.050125,0.0303,0.048894,HOLD,HOLD,SELL,HOLD,HOLD
BTC-USD_01167,BTC-USD_01167.png,BTC-USD,crypto,2021-03-14,train,0.064254,-0.032203,-0.056843,-0.112276,-0.030821,-0.022284,SELL,SELL,SELL,SELL,SELL
BTC-USD_01168,BTC-USD_01168.png,BTC-USD,crypto,2021-03-15,train,0.067261,-0.058955,-0.016246,-0.116625,-0.029058,0.068446,SELL,SELL,SELL,SELL,HOLD
BTC-USD_01169,BTC-USD_01169.png,BTC-USD,crypto,2021-03-16,train,0.066111,0.015929,0.042143,-0.078155,0.049744,0.121181,HOLD,HOLD,SELL,HOLD,HOLD
BTC-USD_01170,BTC-USD_01170.png,BTC-USD,crypto,2021-03-17,train,0.06772,0.035724,0.01257,-0.029796,0.038895,0.108484,HOLD,HOLD,SELL,HOLD,HOLD
BTC-USD_01171,BTC-USD_01171.png,BTC-USD,crypto,2021-03-18,train,0.071969,-0.017339,-0.076611,-0.050468,-0.011593,0.044873,SELL,SELL,SELL,SELL,HOLD
BTC-USD_01172,BTC-USD_01172.png,BTC-USD,crypto,2021-03-19,train,0.068952,0.008394,-0.055432,-0.033536,-0.031782,0.047669,HOLD,SELL,SELL,SELL,HOLD
BTC-USD_01173,BTC-USD_01173.png,BTC-USD,crypto,2021-03-20,train,0.063913,-0.000566,-0.100378,-0.010275,-0.000389,-0.037197,SELL,SELL,SELL,SELL,SELL
BTC-USD_01174,BTC-USD_01174.png,BTC-USD,crypto,2021-03-21,train,0.061707,-0.013644,-0.120298,0.010305,-0.001178,-0.04542,SELL,SELL,HOLD,SELL,SELL
BTC-USD_01175,BTC-USD_01175.png,BTC-USD,crypto,2021-03-22,train,0.063176,-0.053457,-0.042366,0.023969,0.0387,-0.018429,SELL,SELL,HOLD,HOLD,SELL
BTC-USD_01176,BTC-USD_01176.png,BTC-USD,crypto,2021-03-23,train,0.060901,0.00384,0.026143,0.080425,0.09902,-0.011492,HOLD,HOLD,HOLD,HOLD,SELL
BTC-USD_01177,BTC-USD_01177.png,BTC-USD,crypto,2021-03-24,train,0.064346,-0.036552,0.021896,0.081455,0.089992,-0.055914,SELL,HOLD,HOLD,HOLD,SELL
BTC-USD_01178,BTC-USD_01178.png,BTC-USD,crypto,2021-03-25,train,0.062174,-0.020485,0.090103,0.087566,0.185071,-0.032363,SELL,HOLD,HOLD,HOLD,SELL
BTC-USD_01179,BTC-USD_01179.png,BTC-USD,crypto,2021-03-26,train,0.063058,0.064288,0.130603,0.127899,0.199336,-0.032498,HOLD,HOLD,HOLD,HOLD,SELL
BTC-USD_01180,BTC-USD_01180.png,BTC-USD,crypto,2021-03-27,train,0.060273,0.015052,0.066334,0.068691,0.13828,-0.11792,HOLD,HOLD,HOLD,HOLD,SELL
BTC-USD_01181,BTC-USD_01181.png,BTC-USD,crypto,2021-03-28,train,0.055903,-0.000407,0.054281,0.038875,0.095341,-0.035492,SELL,HOLD,HOLD,HOLD,SELL
BTC-USD_01182,BTC-USD_01182.png,BTC-USD,crypto,2021-03-29,train,0.056082,0.031655,0.059558,0.001753,0.081205,-0.016537,HOLD,HOLD,HOLD,HOLD,SELL
BTC-USD_01183,BTC-USD_01183.png,BTC-USD,crypto,2021-03-30,train,0.053674,0.020015,-0.002537,0.009886,-0.026922,-0.051986,HOLD,SELL,HOLD,SELL,SELL
BTC-USD_01184,BTC-USD_01184.png,BTC-USD,crypto,2021-03-31,train,0.051504,1.9e-05,-0.002705,-0.011483,-0.055726,-0.09543,HOLD,SELL,SELL,SELL,SELL
BTC-USD_01185,BTC-USD_01185.png,BTC-USD,crypto,2021-04-01,train,0.047083,0.002999,0.002357,0.014732,-0.042398,-0.020034,HOLD,HOLD,HOLD,SELL,SELL
BTC-USD_01186,BTC-USD_01186.png,BTC-USD,crypto,2021-04-02,train,0.043959,0.00487,-0.015406,0.018595,-0.091917,-0.021686,HOLD,SELL,HOLD,SELL,SELL
BTC-USD_01187,BTC-USD_01187.png,BTC-USD,crypto,2021-04-03,train,0.043725,-0.03044,-0.057805,0.008537,-0.137369,-0.047472,SELL,SELL,HOLD,SELL,SELL
BTC-USD_01188,BTC-USD_01188.png,BTC-USD,crypto,2021-04-04,train,0.041934,0.019847,0.012423,0.097504,-0.11993,-0.007031,HOLD,HOLD,HOLD,SELL,SELL
BTC-USD_01189,BTC-USD_01189.png,BTC-USD,crypto,2021-04-05,train,0.041327,0.005081,-0.008778,0.071438,-0.160397,-0.096871,HOLD,SELL,HOLD,SELL,SELL
BTC-USD_01190,BTC-USD_01190.png,BTC-USD,crypto,2021-04-06,train,0.039955,-0.014764,0.012375,0.069589,-0.186611,-0.028055,SELL,HOLD,HOLD,SELL,SELL
BTC-USD_01191,BTC-USD_01191.png,BTC-USD,crypto,2021-04-07,train,0.041793,-0.037529,0.034001,0.056466,-0.074367,-0.031347,SELL,HOLD,HOLD,SELL,SELL
BTC-USD_01192,BTC-USD_01192.png,BTC-USD,crypto,2021-04-08,train,0.042071,0.039788,0.066342,0.079452,-0.01829,0.023059,HOLD,HOLD,HOLD,SELL,HOLD
BTC-USD_01193,BTC-USD_01193.png,BTC-USD,crypto,2021-04-09,train,0.039043,-0.001355,0.085081,-0.036808,-0.061872,0.008193,SELL,HOLD,SELL,SELL,HOLD
BTC-USD_01194,BTC-USD_01194.png,BTC-USD,crypto,2021-04-10,train,0.04125,0.026234,0.080216,-0.044243,-0.083947,-0.000218,HOLD,HOLD,SELL,SELL,SELL
BTC-USD_01195,BTC-USD_01195.png,BTC-USD,crypto,2021-04-11,train,0.039096,0.006862,0.057214,-0.057129,-0.034766,-0.068048,HOLD,HOLD,SELL,SELL,SELL
BTC-USD_01196,BTC-USD_01196.png,BTC-USD,crypto,2021-04-12,train,0.037567,-0.005188,0.022465,-0.110511,-0.040281,-0.0599,SELL,HOLD,SELL,SELL,SELL
BTC-USD_01197,BTC-USD_01197.png,BTC-USD,crypto,2021-04-13,train,0.041178,0.058527,0.01311,-0.145906,-0.056009,-0.197679,HOLD,HOLD,SELL,SELL,SELL
BTC-USD_01198,BTC-USD_01198.png,BTC-USD,crypto,2021-04-14,train,0.042634,-0.00622,-0.12189,-0.217434,-0.104535,-0.244764,SELL,SELL,AVOID,SELL,SELL
BTC-USD_01199,BTC-USD_01199.png,BTC-USD,crypto,2021-04-15,train,0.040357,0.003232,-0.124459,-0.231835,-0.168309,-0.235244,HOLD,SELL,AVOID,SELL,SELL
BTC-USD_01200,BTC-USD_01200.png,BTC-USD,crypto,2021-04-16,train,0.042077,-0.027887,-0.114343,-0.2562,-0.097644,-0.303075,SELL,SELL,AVOID,SELL,SELL
BTC-USD_01201,BTC-USD_01201.png,BTC-USD,crypto,2021-04-17,train,0.041255,-0.014543,-0.132977,-0.130833,-0.087813,-0.281713,SELL,SELL,SELL,SELL,SELL
BTC-USD_01202,BTC-USD_01202.png,BTC-USD,crypto,2021-04-18,train,0.053832,-0.076472,-0.159016,-0.097742,-0.056393,-0.332054,SELL,SELL,SELL,SELL,SELL
BTC-USD_01203,BTC-USD_01203.png,BTC-USD,crypto,2021-04-19,train,0.054129,-0.008789,-0.095544,-0.025064,0.045001,-0.270114,SELL,SELL,SELL,HOLD,SELL
BTC-USD_01204,BTC-USD_01204.png,BTC-USD,crypto,2021-04-20,train,0.05556,0.013348,-0.107376,-0.039704,0.044025,-0.409432,HOLD,SELL,SELL,HOLD,SELL
BTC-USD_01205,BTC-USD_01205.png,BTC-USD,crypto,2021-04-21,train,0.055382,-0.04652,-0.141856,0.022363,-0.010918,-0.325504,SELL,SELL,HOLD,SELL,SELL
BTC-USD_01206,BTC-USD_01206.png,BTC-USD,crypto,2021-04-22,train,0.059936,-0.040582,0.002143,0.070231,0.050611,-0.368124,SELL,HOLD,HOLD,HOLD,SELL
BTC-USD_01207,BTC-USD_01207.png,BTC-USD,crypto,2021-04-23,train,0.063294,-0.013001,0.061274,0.089896,-0.051774,-0.321344,SELL,HOLD,HOLD,SELL,SELL
BTC-USD_01208,BTC-USD_01208.png,BTC-USD,crypto,2021-04-24,train,0.061019,-0.02062,0.070481,0.112899,-0.02733,-0.384889,SELL,HOLD,HOLD,SELL,SELL
BTC-USD_01209,BTC-USD_01209.png,BTC-USD,crypto,2021-04-25,train,0.061798,-0.021133,0.067671,0.063526,-0.003409,-0.257046,SELL,HOLD,HOLD,SELL,SELL
BTC-USD_01210,BTC-USD_01210.png,BTC-USD,crypto,2021-04-26,train,0.068347,0.09748,0.164219,0.158555,-0.046875,-0.243792,HOLD,HOLD,HOLD,SELL,SELL
BTC-USD_01211,BTC-USD_01211.png,BTC-USD,crypto,2021-04-27,train,0.064412,0.018548,0.068087,0.043021,-0.15088,-0.31831,HOLD,HOLD,HOLD,SELL,SELL
BTC-USD_01212,BTC-USD_01212.png,BTC-USD,crypto,2021-04-28,train,0.061491,-0.003794,0.028623,0.041349,-0.234312,-0.358915,SELL,HOLD,HOLD,SELL,SELL
BTC-USD_01213,BTC-USD_01213.png,BTC-USD,crypto,2021-04-29,train,0.059853,-0.02343,0.042418,0.070065,-0.24505,-0.429057,SELL,HOLD,HOLD,SELL,SELL
BTC-USD_01214,BTC-USD_01214.png,BTC-USD,crypto,2021-04-30,train,0.063751,0.075415,-0.004146,0.083729,-0.369727,-0.436393,HOLD,SELL,HOLD,SELL,SELL
BTC-USD_01215,BTC-USD_01215.png,BTC-USD,crypto,2021-05-01,train,0.058474,0.001348,-0.005664,-0.033281,-0.347867,-0.481589,HOLD,SELL,SELL,SELL,AVOID
BTC-USD_01216,BTC-USD_01216.png,BTC-USD,crypto,2021-05-02,train,0.054737,-0.020916,-0.025067,-0.019619,-0.438355,-0.4376,SELL,SELL,SELL,AVOID,SELL
BTC-USD_01217,BTC-USD_01217.png,BTC-USD,crypto,2021-05-03,train,0.053048,0.010001,0.012727,-0.14167,-0.411241,-0.434192,HOLD,HOLD,SELL,AVOID,SELL
BTC-USD_01218,BTC-USD_01218.png,BTC-USD,crypto,2021-05-04,train,0.055352,-0.069994,0.027647,-0.140228,-0.497787,-0.420215,SELL,HOLD,SELL,AVOID,SELL
BTC-USD_01219,BTC-USD_01219.png,BTC-USD,crypto,2021-05-05,train,0.060328,0.073897,0.087875,-0.066935,-0.320571,-0.307665,HOLD,HOLD,SELL,SELL,SELL
BTC-USD_01220,BTC-USD_01220.png,BTC-USD,crypto,2021-05-06,train,0.059205,-0.018055,-0.027618,-0.20543,-0.402347,-0.442403,SELL,SELL,SELL,AVOID,SELL
BTC-USD_01221,BTC-USD_01221.png,BTC-USD,crypto,2021-05-07,train,0.059077,0.016877,0.005448,-0.1939,-0.36133,-0.461412,HOLD,HOLD,SELL,SELL,SELL
BTC-USD_01222,BTC-USD_01222.png,BTC-USD,crypto,2021-05-08,train,0.056987,0.024922,-0.154397,-0.275662,-0.400265,-0.469596,HOLD,SELL,AVOID,AVOID,AVOID
BTC-USD_01223,BTC-USD_01223.png,BTC-USD,crypto,2021-05-09,train,0.055576,-0.009766,-0.167875,-0.315115,-0.499122,-0.56085,SELL,SELL,AVOID,AVOID,AVOID
BTC-USD_01224,BTC-USD_01224.png,BTC-USD,crypto,2021-05-10,train,0.06064,-0.041596,-0.15481,-0.453457,-0.520123,-0.553712,SELL,SELL,AVOID,AVOID,AVOID
BTC-USD_01225,BTC-USD_01225.png,BTC-USD,crypto,2021-05-11,train,0.057958,0.01501,-0.177813,-0.314586,-0.448307,-0.402643,HOLD,SELL,AVOID,AVOID,SELL
BTC-USD_01226,BTC-USD_01226.png,BTC-USD,crypto,2021-05-12,train,0.070896,-0.142967,-0.199348,-0.418736,-0.417981,-0.435007,AVOID,SELL,AVOID,SELL,SELL
BTC-USD_01227,BTC-USD_01227.png,BTC-USD,crypto,2021-05-13,train,0.073246,0.011443,-0.121265,-0.26957,-0.292522,-0.274973,HOLD,SELL,SELL,SELL,SELL
BTC-USD_01228,BTC-USD_01228.png,BTC-USD,crypto,2021-05-14,train,0.070371,0.0033,-0.14724,-0.357559,-0.279987,-0.33532,HOLD,SELL,AVOID,SELL,SELL
BTC-USD_01229,BTC-USD_01229.png,BTC-USD,crypto,2021-05-15,train,0.071615,-0.064599,-0.298647,-0.253637,-0.240731,-0.243563,SELL,AVOID,SELL,SELL,SELL
BTC-USD_01230,BTC-USD_01230.png,BTC-USD,crypto,2021-05-16,train,0.078481,-0.006525,-0.136773,-0.196917,-0.236972,-0.150706,SELL,SELL,SELL,SELL,SELL
BTC-USD_01231,BTC-USD_01231.png,BTC-USD,crypto,2021-05-17,train,0.080692,-0.064884,-0.219388,-0.16743,-0.267512,-0.139522,SELL,SELL,SELL,SELL,SELL
