sample_id,filename,ticker,asset_class,date,split,atr,ret_3d,ret_7d,ret_15d,ret_30d,label_3d,label_7d,label_15d,label_30d
XRP-USD_01791,XRP-USD_01791.png,XRP-USD,crypto,2025-11-28,train,0.060013,-0.018276,-0.048242,-0.091123,-0.161369,HOLD,HOLD,HOLD,HOLD
XRP-USD_01792,XRP-USD_01792.png,XRP-USD,crypto,2025-11-29,train,0.054952,-0.071135,-0.067846,-0.074549,-0.156704,SELL,HOLD,HOLD,HOLD
XRP-USD_01793,XRP-USD_01793.png,XRP-USD,crypto,2025-11-30,train,0.050733,-0.021958,-0.080666,-0.107254,-0.176037,HOLD,HOLD,HOLD,HOLD
XRP-USD_01794,XRP-USD_01794.png,XRP-USD,crypto,2025-12-01,train,0.054642,0.018767,-0.055931,-0.129401,-0.141684,HOLD,HOLD,HOLD,HOLD
XRP-USD_01795,XRP-USD_01795.png,XRP-USD,crypto,2025-12-02,train,0.059208,0.032103,0.020561,-0.050929,-0.098736,HOLD,HOLD,HOLD,HOLD
XRP-USD_01796,XRP-USD_01796.png,XRP-USD,crypto,2025-12-03,train,0.055871,-0.056257,-0.022092,-0.146469,-0.13786,HOLD,HOLD,HOLD,HOLD
XRP-USD_01797,XRP-USD_01797.png,XRP-USD,crypto,2025-12-04,train,0.056663,-0.079998,-0.074735,-0.197225,-0.093272,SELL,HOLD,SELL,HOLD
XRP-USD_01798,XRP-USD_01798.png,XRP-USD,crypto,2025-12-05,train,0.055067,-0.025965,-0.029845,-0.094853,-0.038777,HOLD,HOLD,HOLD,HOLD
XRP-USD_01799,XRP-USD_01799.png,XRP-USD,crypto,2025-12-06,train,0.049718,0.017272,-0.014067,-0.053014,0.025398,HOLD,HOLD,HOLD,HOLD
XRP-USD_01800,XRP-USD_01800.png,XRP-USD,crypto,2025-12-07,train,0.050215,0.036616,-0.004253,-0.055953,0.144578,HOLD,HOLD,HOLD,HOLD
XRP-USD_01801,XRP-USD_01801.png,XRP-USD,crypto,2025-12-08,train,0.048696,-3.7e-05,-0.031888,-0.071317,0.12128,HOLD,HOLD,HOLD,HOLD
XRP-USD_01802,XRP-USD_01802.png,XRP-USD,crypto,2025-12-09,train,0.050498,-0.018303,-0.087893,-0.101604,0.044353,HOLD,HOLD,HOLD,HOLD
XRP-USD_01803,XRP-USD_01803.png,XRP-USD,crypto,2025-12-10,train,0.048037,-0.048232,-0.088383,-0.124735,0.006464,HOLD,HOLD,HOLD,HOLD
XRP-USD_01804,XRP-USD_01804.png,XRP-USD,crypto,2025-12-11,train,0.045963,-0.009515,-0.093024,-0.109269,0.023361,HOLD,SELL,HOLD,HOLD
XRP-USD_01805,XRP-USD_01805.png,XRP-USD,crypto,2025-12-12,train,0.044163,-0.028009,-0.118647,-0.09937,0.02547,HOLD,SELL,HOLD,HOLD
XRP-USD_01806,XRP-USD_01806.png,XRP-USD,crypto,2025-12-13,train,0.040863,-0.056554,-0.051972,-0.070246,0.030354,SELL,HOLD,HOLD,HOLD
XRP-USD_01807,XRP-USD_01807.png,XRP-USD,crypto,2025-12-14,train,0.039229,-0.047515,-0.046311,-0.082155,0.014008,HOLD,HOLD,HOLD,HOLD
XRP-USD_01808,XRP-USD_01808.png,XRP-USD,crypto,2025-12-15,train,0.042951,-0.061173,-0.029364,-0.068782,0.089128,SELL,HOLD,HOLD,HOLD
XRP-USD_01809,XRP-USD_01809.png,XRP-USD,crypto,2025-12-16,train,0.04305,-0.049057,0.002152,-0.012283,0.11953,HOLD,HOLD,HOLD,HOLD
XRP-USD_01810,XRP-USD_01810.png,XRP-USD,crypto,2025-12-17,train,0.046529,-0.011821,-0.030114,-0.047807,0.07391,HOLD,HOLD,HOLD,HOLD
XRP-USD_01811,XRP-USD_01811.png,XRP-USD,crypto,2025-12-18,train,0.049374,0.037198,-0.000358,0.008609,0.105123,HOLD,HOLD,HOLD,HOLD
XRP-USD_01812,XRP-USD_01812.png,XRP-USD,crypto,2025-12-19,train,0.053352,0.061275,0.013221,0.103953,0.131759,HOLD,HOLD,HOLD,HOLD
XRP-USD_01813,XRP-USD_01813.png,XRP-USD,crypto,2025-12-20,train,0.050349,-0.002429,-0.034362,0.056076,0.043733,HOLD,HOLD,HOLD,HOLD
XRP-USD_01814,XRP-USD_01814.png,XRP-USD,crypto,2025-12-21,train,0.047122,-0.031318,-0.031299,0.078412,0.027553,HOLD,HOLD,HOLD,HOLD
XRP-USD_01815,XRP-USD_01815.png,XRP-USD,crypto,2025-12-22,train,0.04437,-0.032167,-0.030455,0.200531,-0.017017,HOLD,HOLD,BUY,HOLD
XRP-USD_01816,XRP-USD_01816.png,XRP-USD,crypto,2025-12-23,train,0.041286,-0.037989,-0.029353,0.192598,0.022241,HOLD,HOLD,BUY,HOLD
XRP-USD_01817,XRP-USD_01817.png,XRP-USD,crypto,2025-12-24,train,0.038505,-0.016069,0.001428,0.145958,0.025753,HOLD,HOLD,BUY,HOLD
XRP-USD_01818,XRP-USD_01818.png,XRP-USD,crypto,2025-12-25,train,0.037346,0.006257,-0.011455,0.131199,0.030876,HOLD,HOLD,BUY,HOLD
XRP-USD_01819,XRP-USD_01819.png,XRP-USD,crypto,2025-12-26,train,0.036367,0.017599,0.024855,0.13263,0.043422,HOLD,HOLD,BUY,HOLD
XRP-USD_01820,XRP-USD_01820.png,XRP-USD,crypto,2025-12-27,train,0.033877,0.002579,0.084676,0.12484,-0.005407,HOLD,BUY,BUY,HOLD
XRP-USD_01821,XRP-USD_01821.png,XRP-USD,crypto,2025-12-28,train,0.030997,0.001409,0.07435,0.1006,0.01623,HOLD,BUY,BUY,HOLD
XRP-USD_01822,XRP-USD_01822.png,XRP-USD,crypto,2025-12-29,train,0.031824,-0.013167,0.114256,0.096163,0.026243,HOLD,BUY,BUY,HOLD
XRP-USD_01823,XRP-USD_01823.png,XRP-USD,crypto,2025-12-30,train,0.030363,0.016219,0.239949,0.15791,0.032481,HOLD,BUY,BUY,HOLD
XRP-USD_01824,XRP-USD_01824.png,XRP-USD,crypto,2025-12-31,train,0.031225,0.067179,0.207033,0.131813,-0.038275,BUY,BUY,BUY,HOLD
XRP-USD_01825,XRP-USD_01825.png,XRP-USD,crypto,2026-01-01,test,0.030881,0.092062,0.163651,0.121717,-0.060228,BUY,BUY,BUY,HOLD
XRP-USD_01826,XRP-USD_01826.png,XRP-USD,crypto,2026-01-02,test,0.037798,0.107001,0.122231,0.096514,-0.132147,BUY,BUY,HOLD,HOLD
XRP-USD_01827,XRP-USD_01827.png,XRP-USD,crypto,2026-01-03,test,0.037086,0.157852,0.041897,0.027806,-0.231474,BUY,HOLD,HOLD,SELL
XRP-USD_01828,XRP-USD_01828.png,XRP-USD,crypto,2026-01-04,test,0.038727,0.134092,0.034402,-0.012344,-0.219049,BUY,HOLD,HOLD,SELL
XRP-USD_01829,XRP-USD_01829.png,XRP-USD,crypto,2026-01-05,test,0.050925,0.036227,-0.009111,-0.05086,-0.283428,HOLD,HOLD,HOLD,SELL
XRP-USD_01830,XRP-USD_01830.png,XRP-USD,crypto,2026-01-06,test,0.055485,-0.101499,-0.134823,-0.217548,-0.441478,SELL,SELL,SELL,SELL
XRP-USD_01831,XRP-USD_01831.png,XRP-USD,crypto,2026-01-07,test,0.0574,-0.097956,-0.06404,-0.170356,-0.642379,SELL,HOLD,SELL,SELL
XRP-USD_01832,XRP-USD_01832.png,XRP-USD,crypto,2026-01-08,test,0.057151,-0.037186,-0.012716,-0.120205,-0.387103,HOLD,HOLD,HOLD,SELL
XRP-USD_01833,XRP-USD_01833.png,XRP-USD,crypto,2026-01-09,test,0.054605,-0.024342,-0.020937,-0.100323,-0.398792,HOLD,HOLD,HOLD,SELL
XRP-USD_01834,XRP-USD_01834.png,XRP-USD,crypto,2026-01-10,test,0.048997,-0.018868,-0.011262,-0.089208,-0.378748,HOLD,HOLD,HOLD,SELL
XRP-USD_01835,XRP-USD_01835.png,XRP-USD,crypto,2026-01-11,test,0.046009,0.03565,-0.012358,-0.130247,-0.374273,HOLD,HOLD,SELL,SELL
XRP-USD_01836,XRP-USD_01836.png,XRP-USD,crypto,2026-01-12,test,0.044489,0.032622,-0.038594,-0.08437,-0.391957,HOLD,HOLD,HOLD,SELL
XRP-USD_01837,XRP-USD_01837.png,XRP-USD,crypto,2026-01-13,test,0.047255,0.012387,-0.032766,-0.069919,-0.405717,HOLD,HOLD,HOLD,SELL
XRP-USD_01838,XRP-USD_01838.png,XRP-USD,crypto,2026-01-14,test,0.045459,-0.045178,-0.135509,-0.125429,-0.462859,HOLD,SELL,SELL,SELL
XRP-USD_01839,XRP-USD_01839.png,XRP-USD,crypto,2026-01-15,test,0.044844,-0.036828,-0.095136,-0.170089,-0.418896,HOLD,SELL,SELL,SELL
XRP-USD_01840,XRP-USD_01840.png,XRP-USD,crypto,2026-01-16,test,0.042433,-0.041999,-0.078271,-0.181945,-0.319372,HOLD,HOLD,SELL,SELL
XRP-USD_01841,XRP-USD_01841.png,XRP-USD,crypto,2026-01-17,test,0.038487,-0.040373,-0.074606,-0.228661,-0.338126,HOLD,SELL,SELL,SELL
XRP-USD_01842,XRP-USD_01842.png,XRP-USD,crypto,2026-01-18,test,0.038196,-0.087502,-0.075117,-0.25928,-0.327313,SELL,SELL,SELL,SELL
XRP-USD_01843,XRP-USD_01843.png,XRP-USD,crypto,2026-01-19,test,0.040847,-0.023921,-0.083501,-0.206706,-0.301216,HOLD,SELL,SELL,SELL
XRP-USD_01844,XRP-USD_01844.png,XRP-USD,crypto,2026-01-20,test,0.042437,-0.033118,-0.042622,-0.232568,-0.334526,HOLD,HOLD,SELL,SELL
XRP-USD_01845,XRP-USD_01845.png,XRP-USD,crypto,2026-01-21,test,0.044505,0.015726,0.012806,-0.223931,-0.295337,HOLD,HOLD,SELL,SELL
XRP-USD_01846,XRP-USD_01846.png,XRP-USD,crypto,2026-01-22,test,0.042801,-0.016808,-0.019113,-0.472023,-0.308284,HOLD,HOLD,SELL,SELL
XRP-USD_01847,XRP-USD_01847.png,XRP-USD,crypto,2026-01-23,test,0.041982,-0.047229,-0.0626,-0.266899,-0.294359,HOLD,HOLD,SELL,SELL
XRP-USD_01848,XRP-USD_01848.png,XRP-USD,crypto,2026-01-24,test,0.037436,-0.008389,-0.102559,-0.298468,-0.320566,HOLD,SELL,SELL,SELL
XRP-USD_01849,XRP-USD_01849.png,XRP-USD,crypto,2026-01-25,test,0.039399,0.000421,-0.150714,-0.289539,-0.347418,HOLD,SELL,SELL,SELL
XRP-USD_01850,XRP-USD_01850.png,XRP-USD,crypto,2026-01-26,test,0.041737,0.040468,-0.141391,-0.244026,-0.306683,HOLD,SELL,SELL,SELL
XRP-USD_01851,XRP-USD_01851.png,XRP-USD,crypto,2026-01-27,test,0.039776,-0.053096,-0.160929,-0.307587,-0.283402,SELL,SELL,SELL,SELL
XRP-USD_01852,XRP-USD_01852.png,XRP-USD,crypto,2026-01-28,test,0.037566,-0.099639,-0.195415,-0.335798,-0.311249,SELL,SELL,SELL,SELL
XRP-USD_01853,XRP-USD_01853.png,XRP-USD,crypto,2026-01-29,test,0.041764,-0.148409,-0.234011,-0.33743,-0.341955,SELL,SELL,SELL,SELL
XRP-USD_01854,XRP-USD_01854.png,XRP-USD,crypto,2026-01-30,test,0.043308,-0.126019,-0.397071,-0.248808,-0.270523,SELL,SELL,SELL,SELL
XRP-USD_01855,XRP-USD_01855.png,XRP-USD,crypto,2026-01-31,test,0.053279,-0.066759,-0.163225,-0.137426,-0.248138,SELL,SELL,HOLD,SELL
XRP-USD_01856,XRP-USD_01856.png,XRP-USD,crypto,2026-02-01,test,0.055297,-0.04428,-0.144414,-0.109466,-0.16802,HOLD,SELL,HOLD,HOLD
XRP-USD_01857,XRP-USD_01857.png,XRP-USD,crypto,2026-02-02,test,0.058035,-0.052153,-0.105376,-0.068034,-0.156679,HOLD,HOLD,HOLD,HOLD
XRP-USD_01858,XRP-USD_01858.png,XRP-USD,crypto,2026-02-03,test,0.05825,-0.289238,-0.120822,-0.09451,-0.124935,SELL,SELL,HOLD,HOLD
XRP-USD_01859,XRP-USD_01859.png,XRP-USD,crypto,2026-02-04,test,0.059919,-0.067449,-0.117641,-0.101959,-0.115097,HOLD,SELL,HOLD,HOLD
XRP-USD_01860,XRP-USD_01860.png,XRP-USD,crypto,2026-02-05,test,0.083717,-0.058812,-0.099061,-0.071406,-0.102318,HOLD,HOLD,HOLD,HOLD
XRP-USD_01861,XRP-USD_01861.png,XRP-USD,crypto,2026-02-06,test,0.117103,0.165675,0.11548,0.163739,0.111325,BUY,HOLD,HOLD,HOLD
XRP-USD_01862,XRP-USD_01862.png,XRP-USD,crypto,2026-02-07,test,0.110039,-0.024356,-0.044509,-0.02746,-0.092583,HOLD,HOLD,HOLD,HOLD
XRP-USD_01863,XRP-USD_01863.png,XRP-USD,crypto,2026-02-08,test,0.100207,-0.017507,0.058483,-0.022097,-0.044775,HOLD,HOLD,HOLD,HOLD
XRP-USD_01864,XRP-USD_01864.png,XRP-USD,crypto,2026-02-09,test,0.094489,-0.045838,0.02936,-0.057878,-0.032473,HOLD,HOLD,HOLD,HOLD
XRP-USD_01865,XRP-USD_01865.png,XRP-USD,crypto,2026-02-10,test,0.087142,-0.052937,0.034602,-0.062657,-0.036331,HOLD,HOLD,HOLD,HOLD
XRP-USD_01866,XRP-USD_01866.png,XRP-USD,crypto,2026-02-11,test,0.082566,0.005683,0.052148,0.024185,-0.010659,HOLD,HOLD,HOLD,HOLD
XRP-USD_01867,XRP-USD_01867.png,XRP-USD,crypto,2026-02-12,test,0.076909,0.098733,0.038424,0.024549,0.022328,BUY,HOLD,HOLD,HOLD
XRP-USD_01868,XRP-USD_01868.png,XRP-USD,crypto,2026-02-13,test,0.074005,0.079555,0.032013,-0.004525,0.032645,HOLD,HOLD,HOLD,HOLD
XRP-USD_01869,XRP-USD_01869.png,XRP-USD,crypto,2026-02-14,test,0.074083,0.054755,0.015476,-0.021715,0.028084,HOLD,HOLD,HOLD,HOLD
XRP-USD_01870,XRP-USD_01870.png,XRP-USD,crypto,2026-02-15,test,0.083316,-0.023843,-0.053258,-0.110712,0.021998,HOLD,HOLD,HOLD,HOLD
XRP-USD_01871,XRP-USD_01871.png,XRP-USD,crypto,2026-02-16,test,0.077692,-0.036773,-0.057045,-0.058554,0.029191,HOLD,HOLD,HOLD,HOLD
XRP-USD_01872,XRP-USD_01872.png,XRP-USD,crypto,2026-02-17,test,0.072852,-0.055525,-0.095221,-0.088645,-0.015471,HOLD,HOLD,HOLD,HOLD
XRP-USD_01873,XRP-USD_01873.png,XRP-USD,crypto,2026-02-18,test,0.070276,-0.030989,-0.088969,-0.030426,-0.018538,HOLD,HOLD,HOLD,HOLD
XRP-USD_01874,XRP-USD_01874.png,XRP-USD,crypto,2026-02-19,test,0.065497,0.00705,0.008503,-0.013138,0.01664,HOLD,HOLD,HOLD,HOLD
XRP-USD_01875,XRP-USD_01875.png,XRP-USD,crypto,2026-02-20,test,0.061966,-0.009503,-0.003106,-0.030912,0.000139,HOLD,HOLD,HOLD,HOLD
XRP-USD_01876,XRP-USD_01876.png,XRP-USD,crypto,2026-02-21,test,0.057453,-0.055942,-0.052784,-0.052413,-0.031649,HOLD,HOLD,HOLD,HOLD
XRP-USD_01877,XRP-USD_01877.png,XRP-USD,crypto,2026-02-22,test,0.054569,-0.059553,-0.038765,-0.065123,0.000149,HOLD,HOLD,HOLD,HOLD
XRP-USD_01878,XRP-USD_01878.png,XRP-USD,crypto,2026-02-23,test,0.055429,0.028775,-0.030131,-0.022677,0.015913,HOLD,HOLD,HOLD,HOLD
XRP-USD_01879,XRP-USD_01879.png,XRP-USD,crypto,2026-02-24,test,0.052646,0.03659,0.028684,0.025405,0.045268,HOLD,HOLD,HOLD,HOLD
XRP-USD_01880,XRP-USD_01880.png,XRP-USD,crypto,2026-02-25,test,0.059715,0.005196,0.008614,0.026326,0.008284,HOLD,HOLD,HOLD,HOLD
XRP-USD_01881,XRP-USD_01881.png,XRP-USD,crypto,2026-02-26,test,0.059179,-0.040217,-0.002462,-0.034844,-0.078868,HOLD,HOLD,HOLD,HOLD
XRP-USD_01882,XRP-USD_01882.png,XRP-USD,crypto,2026-02-27,test,0.059273,-0.036528,0.000737,-0.002221,-0.050631,HOLD,HOLD,HOLD,HOLD
XRP-USD_01883,XRP-USD_01883.png,XRP-USD,crypto,2026-02-28,test,0.062816,0.025526,0.005626,0.03717,-0.021352,HOLD,HOLD,HOLD,HOLD
XRP-USD_01884,XRP-USD_01884.png,XRP-USD,crypto,2026-03-01,test,0.063469,-0.012175,-0.015222,0.0498,-0.040487,HOLD,HOLD,HOLD,HOLD
XRP-USD_01885,XRP-USD_01885.png,XRP-USD,crypto,2026-03-02,test,0.062839,0.056444,-0.00767,0.13271,-0.008522,HOLD,HOLD,HOLD,HOLD
XRP-USD_01886,XRP-USD_01886.png,XRP-USD,crypto,2026-03-03,test,0.059426,0.008643,-0.021169,0.087745,-0.031559,HOLD,HOLD,HOLD,HOLD
XRP-USD_01887,XRP-USD_01887.png,XRP-USD,crypto,2026-03-04,test,0.063451,0.002208,0.01883,0.073174,-0.031259,HOLD,HOLD,HOLD,HOLD
XRP-USD_01888,XRP-USD_01888.png,XRP-USD,crypto,2026-03-05,test,0.05981,-0.052977,-0.032217,0.011887,-0.081783,HOLD,HOLD,HOLD,HOLD
XRP-USD_01889,XRP-USD_01889.png,XRP-USD,crypto,2026-03-06,test,0.058085,-0.044935,-0.013203,0.029778,-0.064377,HOLD,HOLD,HOLD,HOLD
XRP-USD_01890,XRP-USD_01890.png,XRP-USD,crypto,2026-03-07,test,0.052597,-0.001269,0.025585,0.031051,-0.02832,HOLD,HOLD,HOLD,HOLD
XRP-USD_01891,XRP-USD_01891.png,XRP-USD,crypto,2026-03-08,test,0.049686,0.021877,0.0368,0.020765,-0.026295,HOLD,HOLD,HOLD,HOLD
XRP-USD_01892,XRP-USD_01892.png,XRP-USD,crypto,2026-03-09,test,0.047524,0.031897,0.076159,0.065272,0.029448,HOLD,HOLD,HOLD,HOLD
XRP-USD_01893,XRP-USD_01893.png,XRP-USD,crypto,2026-03-10,test,0.048615,0.016608,0.125256,0.038591,-0.014399,HOLD,BUY,HOLD,HOLD
XRP-USD_01894,XRP-USD_01894.png,XRP-USD,crypto,2026-03-11,test,0.045542,0.008963,0.091023,0.019862,-0.030971,HOLD,BUY,HOLD,HOLD
XRP-USD_01895,XRP-USD_01895.png,XRP-USD,crypto,2026-03-12,test,0.04181,0.01604,0.055461,-0.018043,-0.020625,HOLD,HOLD,HOLD,HOLD
XRP-USD_01896,XRP-USD_01896.png,XRP-USD,crypto,2026-03-13,test,0.042519,0.044426,0.044269,-0.044024,-0.021314,HOLD,HOLD,HOLD,HOLD
XRP-USD_01897,XRP-USD_01897.png,XRP-USD,crypto,2026-03-14,test,0.038728,0.098403,0.032736,-0.04841,-0.054281,BUY,HOLD,HOLD,HOLD
XRP-USD_01898,XRP-USD_01898.png,XRP-USD,crypto,2026-03-15,test,0.038871,0.076101,-0.000493,-0.058522,-0.021986,BUY,HOLD,HOLD,HOLD
XRP-USD_01899,XRP-USD_01899.png,XRP-USD,crypto,2026-03-16,test,0.044122,0.011199,-0.044257,-0.090287,-0.061045,HOLD,HOLD,HOLD,HOLD
XRP-USD_01900,XRP-USD_01900.png,XRP-USD,crypto,2026-03-17,test,0.047147,-0.064379,-0.075108,-0.141232,-0.103592,SELL,HOLD,SELL,HOLD
XRP-USD_01901,XRP-USD_01901.png,XRP-USD,crypto,2026-03-18,test,0.049672,-0.049324,-0.070323,-0.119304,-0.044373,HOLD,HOLD,HOLD,HOLD
XRP-USD_01902,XRP-USD_01902.png,XRP-USD,crypto,2026-03-19,test,0.04778,-0.039914,-0.034482,-0.104433,0.008974,HOLD,HOLD,HOLD,HOLD
XRP-USD_01903,XRP-USD_01903.png,XRP-USD,crypto,2026-03-20,test,0.044757,-0.0441,-0.062147,-0.093671,-0.008772,HOLD,HOLD,HOLD,HOLD
XRP-USD_01904,XRP-USD_01904.png,XRP-USD,crypto,2026-03-21,test,0.04293,-0.009441,-0.087005,-0.094155,-0.035783,HOLD,SELL,HOLD,HOLD
XRP-USD_01905,XRP-USD_01905.png,XRP-USD,crypto,2026-03-22,test,0.042066,0.006271,-0.053876,-0.059372,0.012923,HOLD,HOLD,HOLD,HOLD
XRP-USD_01906,XRP-USD_01906.png,XRP-USD,crypto,2026-03-23,test,0.046071,0.020975,-0.042487,-0.047059,0.033334,HOLD,HOLD,HOLD,HOLD
XRP-USD_01907,XRP-USD_01907.png,XRP-USD,crypto,2026-03-24,test,0.044329,-0.051418,-0.0794,-0.035824,-0.001293,HOLD,HOLD,HOLD,HOLD
XRP-USD_01908,XRP-USD_01908.png,XRP-USD,crypto,2026-03-25,test,0.041417,-0.066006,-0.054566,-0.05299,0.016562,SELL,HOLD,HOLD,HOLD
XRP-USD_01909,XRP-USD_01909.png,XRP-USD,crypto,2026-03-26,test,0.043168,-0.059309,-0.048142,-0.050833,0.013651,SELL,HOLD,HOLD,HOLD
XRP-USD_01910,XRP-USD_01910.png,XRP-USD,crypto,2026-03-27,test,0.042461,-0.02444,-0.030929,-0.002583,0.046055,HOLD,HOLD,HOLD,HOLD
XRP-USD_01911,XRP-USD_01911.png,XRP-USD,crypto,2026-03-28,test,0.040172,-0.001836,-0.005378,0.02271,0.077352,HOLD,HOLD,HOLD,HOLD
XRP-USD_01912,XRP-USD_01912.png,XRP-USD,crypto,2026-03-29,test,0.038539,0.005581,-0.013009,-0.005871,0.049837,HOLD,HOLD,HOLD,HOLD
XRP-USD_01913,XRP-USD_01913.png,XRP-USD,crypto,2026-03-30,test,0.038066,0.01532,-0.001342,0.036536,0.039437,HOLD,HOLD,HOLD,HOLD
XRP-USD_01914,XRP-USD_01914.png,XRP-USD,crypto,2026-03-31,test,0.037299,-0.002947,-0.00103,0.029241,0.034678,HOLD,HOLD,HOLD,HOLD
XRP-USD_01915,XRP-USD_01915.png,XRP-USD,crypto,2026-04-01,test,0.035735,-0.016818,0.0303,0.037639,0.02007,HOLD,HOLD,HOLD,HOLD
XRP-USD_01916,XRP-USD_01916.png,XRP-USD,crypto,2026-04-02,test,0.0383,-0.024175,-0.004009,0.074931,0.027031,HOLD,HOLD,HOLD,HOLD
XRP-USD_01917,XRP-USD_01917.png,XRP-USD,crypto,2026-04-03,test,0.035752,0.005147,0.019118,0.113407,0.054929,HOLD,HOLD,BUY,HOLD
XRP-USD_01918,XRP-USD_01918.png,XRP-USD,crypto,2026-04-04,test,0.032189,0.002511,0.028941,0.084899,0.051515,HOLD,HOLD,HOLD,HOLD
XRP-USD_01919,XRP-USD_01919.png,XRP-USD,crypto,2026-04-05,test,0.0328,0.04889,0.02986,0.058373,0.056439,BUY,HOLD,HOLD,HOLD
XRP-USD_01920,XRP-USD_01920.png,XRP-USD,crypto,2026-04-06,test,0.03257,0.012652,-0.000376,0.072295,0.064034,HOLD,HOLD,HOLD,HOLD
XRP-USD_01921,XRP-USD_01921.png,XRP-USD,crypto,2026-04-07,test,0.037948,0.017201,0.041108,0.080394,0.075419,HOLD,HOLD,HOLD,HOLD
XRP-USD_01922,XRP-USD_01922.png,XRP-USD,crypto,2026-04-08,test,0.037412,-0.018177,-0.014335,0.034531,0.004071,HOLD,HOLD,HOLD,HOLD
XRP-USD_01923,XRP-USD_01923.png,XRP-USD,crypto,2026-04-09,test,0.036564,0.009694,0.036063,0.069553,0.055009,HOLD,HOLD,HOLD,HOLD
XRP-USD_01924,XRP-USD_01924.png,XRP-USD,crypto,2026-04-10,test,0.034576,-0.014346,0.077622,0.064484,0.054975,HOLD,BUY,HOLD,HOLD
XRP-USD_01925,XRP-USD_01925.png,XRP-USD,crypto,2026-04-11,test,0.033105,0.014679,0.085061,0.048638,0.082184,HOLD,BUY,HOLD,HOLD
XRP-USD_01926,XRP-USD_01926.png,XRP-USD,crypto,2026-04-12,test,0.031954,0.004695,0.056811,0.054642,0.085756,HOLD,HOLD,HOLD,HOLD
XRP-USD_01927,XRP-USD_01927.png,XRP-USD,crypto,2026-04-13,test,0.033619,0.049091,0.051235,0.055708,0.080521,BUY,HOLD,HOLD,HOLD
XRP-USD_01928,XRP-USD_01928.png,XRP-USD,crypto,2026-04-14,test,0.032832,0.053715,0.034417,0.002901,0.035451,BUY,HOLD,HOLD,HOLD
XRP-USD_01929,XRP-USD_01929.png,XRP-USD,crypto,2026-04-15,test,0.033512,0.081219,0.050122,0.005437,0.085988,BUY,HOLD,HOLD,HOLD
XRP-USD_01930,XRP-USD_01930.png,XRP-USD,crypto,2026-04-16,test,0.036387,0.030442,0.027192,-0.017569,0.029778,HOLD,HOLD,HOLD,HOLD
XRP-USD_01931,XRP-USD_01931.png,XRP-USD,crypto,2026-04-17,test,0.039222,-0.040734,-0.009388,-0.047899,-0.026931,HOLD,HOLD,HOLD,HOLD
XRP-USD_01932,XRP-USD_01932.png,XRP-USD,crypto,2026-04-18,test,0.03908,-0.035966,-0.029805,-0.058478,-0.052901,HOLD,HOLD,HOLD,HOLD
XRP-USD_01933,XRP-USD_01933.png,XRP-USD,crypto,2026-04-19,test,0.038437,-0.001994,-0.00732,-0.033384,-0.032217,HOLD,HOLD,HOLD,HOLD
XRP-USD_01934,XRP-USD_01934.png,XRP-USD,crypto,2026-04-20,test,0.037196,0.025048,0.02613,-0.001934,-0.024729,HOLD,HOLD,HOLD,HOLD
XRP-USD_01935,XRP-USD_01935.png,XRP-USD,crypto,2026-04-21,test,0.035342,0.00991,-0.016962,-0.008261,-0.042657,HOLD,HOLD,HOLD,HOLD
XRP-USD_01936,XRP-USD_01936.png,XRP-USD,crypto,2026-04-22,test,0.033614,0.001292,-0.036385,-0.004975,-0.042617,HOLD,HOLD,HOLD,HOLD
XRP-USD_01937,XRP-USD_01937.png,XRP-USD,crypto,2026-04-23,test,0.031916,-0.00407,-0.043429,-0.030461,-0.069734,HOLD,HOLD,HOLD,HOLD
XRP-USD_01938,XRP-USD_01938.png,XRP-USD,crypto,2026-04-24,test,0.029861,-0.005216,-0.051058,-0.014543,-0.058351,HOLD,HOLD,HOLD,HOLD
XRP-USD_01939,XRP-USD_01939.png,XRP-USD,crypto,2026-04-25,test,0.027549,-0.023123,-0.034762,-0.00951,-0.060113,HOLD,HOLD,HOLD,HOLD
XRP-USD_01940,XRP-USD_01940.png,XRP-USD,crypto,2026-04-26,test,0.025415,-0.031058,-0.022055,0.033547,-0.053975,SELL,HOLD,HOLD,HOLD
XRP-USD_01941,XRP-USD_01941.png,XRP-USD,crypto,2026-04-27,test,0.0276,-0.044511,-0.031215,0.031113,-0.075356,SELL,HOLD,HOLD,HOLD
XRP-USD_01942,XRP-USD_01942.png,XRP-USD,crypto,2026-04-28,test,0.026952,-0.024186,-0.006407,0.024813,-0.070034,HOLD,HOLD,HOLD,HOLD
XRP-USD_01943,XRP-USD_01943.png,XRP-USD,crypto,2026-04-29,test,0.028716,0.002915,0.023255,0.032551,-0.049849,HOLD,HOLD,HOLD,HOLD
XRP-USD_01944,XRP-USD_01944.png,XRP-USD,crypto,2026-04-30,test,0.027136,0.017304,0.039711,0.080551,-0.030344,HOLD,HOLD,BUY,HOLD
XRP-USD_01945,XRP-USD_01945.png,XRP-USD,crypto,2026-05-01,test,0.026707,0.014627,0.0143,0.047347,-0.021504,HOLD,HOLD,HOLD,HOLD
XRP-USD_01946,XRP-USD_01946.png,XRP-USD,crypto,2026-05-02,test,0.024437,0.005232,0.023968,0.020968,-0.039308,HOLD,HOLD,HOLD,HOLD
XRP-USD_01947,XRP-USD_01947.png,XRP-USD,crypto,2026-05-03,test,0.023011,0.014252,0.019163,0.005577,-0.073152,HOLD,HOLD,HOLD,HOLD
